company,education,experience,extracted_at,keyword,location,salary,source,title,url
英诺威讯智能科技（杭州）有限公司,学历不限,经验不限,2025-08-18 15:35:10,AI工程师,未知地点,薪资面议,qiancheng,运动控制算法工程师,
